Participant ID,Group ID,Prompt,Response
20,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",9
21,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",6
22,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
23,5,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
24,5,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",8
25,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",7
26,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
27,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
28,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
29,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",8
30,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
31,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",6
32,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",5
33,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",6
34,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",5
